"actor.followersCount" "actor.friendsCount" "actor.languages" "actor.link" "actor.preferredUsername" "actor.statusesCount" "body" "generator.displayName" "lat" "lon" "gnip.klout_score" "inReplyTo.link" "link" "object.actor.displayName" "object.actor.followersCount" "object.actor.preferredUsername" "object.actor.statusesCount" "object.twitter_entities.hashtags.text" "postedTime" "day" "hour" "min" "sec" "comboTime" "retweetCount" "twitter_entities.hashtags.text" "twitter_entities.user_mentions.screen_name" "verb"
"134778" 175 1517 "en" "http://www.twitter.com/Adam_in_NYC" "Adam_in_NYC" "839" "Bicycling on FDR drive at 63rd street #sandy http://t.co/eO03iuHm" "Twitter for Android" "40.75718317" "-73.95089177" "" "" "http://twitter.com/Adam_in_NYC/statuses/263343648744284161" "" "" "" "" "" "2012-10-30T18:16:34.000Z" 30 18 16 34 "10-30 18:16" "" "sandy" "" "post"
"134900" 136 348 "en" "http://www.twitter.com/ihuey" "ihuey" "4205" "Of course I am here post sandy w @gunnaraasen, Peter (@ Empanada Mama) http://t.co/Bc2McEj2" "foursquare" "40.764217" "-73.988321" "41" "" "http://twitter.com/ihuey/statuses/263344809295638528" "" "" "" "" "" "2012-10-30T18:21:09.000Z" 30 18 21 9 "10-30 18:21" "0" "" "gunnaraasen" "post"
"135018" 1618 1122 "en" "http://www.twitter.com/sweetstellas" "sweetstellas" "33953" "Hoping my ladies at @CleverGirlsColl are ok in the wake of #hurricaneSandy" "Twitter for iPhone" "42.97342239" "-81.36614029" "57" "" "http://twitter.com/sweetstellas/statuses/263345960380428288" "" "" "" "" "" "2012-10-30T18:25:44.000Z" 30 18 25 44 "10-30 18:25" "0" "hurricaneSandy" "CleverGirlsColl" "post"
"135131" 704 741 "en" "http://www.twitter.com/OhOhOhItsJoHnNy" "OhOhOhItsJoHnNy" "11102" "Fuck you sandy fuck you sandy fuck you sandy... Now you're just fucking with me..." "Twitter for Android" "40.7485718" "-74.0322103" "51" "" "http://twitter.com/OhOhOhItsJoHnNy/statuses/263346975250976769" "" "" "" "" "" "2012-10-30T18:29:46.000Z" 30 18 29 46 "10-30 18:29" "0" "" "" "post"
"135254" 170 158 "en" "http://www.twitter.com/KrystleEdmands" "KrystleEdmands" "2455" "sandy is a bitch" "Twitter for Android" "44.0953256" "-70.2252911" "39" "" "http://twitter.com/KrystleEdmands/statuses/263348044584587265" "" "" "" "" "" "2012-10-30T18:34:01.000Z" 30 18 34 1 "10-30 18:34" "" "" "" "post"
"135371" 96 183 "en" "http://www.twitter.com/vcpark" "vcpark" "367" "@CaptnSharky89  no Newark but still ?@vintagejohnny: Gate C34, the morning after. #LaGuardia #NYC #Sandy http://t.co/OUMzeJoW?" "Twitter for iPhone" "41.89569358" "-87.65049678" "42" "" "http://twitter.com/vcpark/statuses/263348969483141121" "" "" "" "" "" "2012-10-30T18:37:41.000Z" 30 18 37 41 "10-30 18:37" "" "LaGuardia,NYC" "CaptnSharky89,vintagejohnny" "post"
"135479" 473 408 "en" "http://www.twitter.com/vohit4rohit" "vohit4rohit" "3316" "Sad Eli can't get out RT @Jim_ICE: Looks like our QB is good in #Hoboken.  http://t.co/quPdkuqa #nyg #Sandy #fb" "Twitter for iPad" "40.71422797" "-73.95637676" "62" "" "http://twitter.com/vohit4rohit/statuses/263349841575415809" "" "" "" "" "" "2012-10-30T18:41:09.000Z" 30 18 41 9 "10-30 18:41" "0" "Hoboken,nyg" "Jim_ICE" "post"
"135590" 1027 736 "en" "http://www.twitter.com/JayDensonNYC" "JayDensonNYC" "12922" "Blanca Granlela is a Bronx resident &amp; has been coming to Tony's all her life. She summed it up as \"affordable, no lines, &amp; family\" #sandy" "Twitter for iPhone" "40.83839631" "-73.78329028" "49" "" "http://twitter.com/JayDensonNYC/statuses/263350820001685506" "" "" "" "" "" "2012-10-30T18:45:02.000Z" 30 18 45 2 "10-30 18:45" "0" "sandy" "" "post"
"135705" 252 341 "en" "http://www.twitter.com/DoneleiBbrawlin" "DoneleiBbrawlin" "4681" "Sandy is in my class room right now, not the hurricane just a chick named sandy" "Twitter for iPhone" "38.27898137" "-78.93734721" "35" "" "http://twitter.com/DoneleiBbrawlin/statuses/263351795517124608" "" "" "" "" "" "2012-10-30T18:48:55.000Z" 30 18 48 55 "10-30 18:48" "0" "" "" "post"
"135827" 49 189 "en" "http://www.twitter.com/n1k0laay" "n1k0laay" "165" "Post-Apocalyptic Nourishment #breakfast #hurricanesandy #afterm @ Barking Dog Luncheonette - Upper East Side http://t.co/oKEOIF0U" "Instagram" "40.770116" "-73.951458" "16" "" "http://twitter.com/n1k0laay/statuses/263352939987476480" "" "" "" "" "" "2012-10-30T18:53:28.000Z" 30 18 53 28 "10-30 18:53" "" "breakfast,hurricanesandy" "" "post"
"135945" 316 355 "en" "http://www.twitter.com/DOLLYWOODx3" "DOLLYWOODx3" "6713" "#hoboken #nj #sandy  @ Hoboken http://t.co/ewNECeUG" "Instagram" "40.74610688" "-74.02413672" "39" "" "http://twitter.com/DOLLYWOODx3/statuses/263354094666801152" "" "" "" "" "" "2012-10-30T18:58:03.000Z" 30 18 58 3 "10-30 18:58" "" "hoboken,nj" "" "post"
"136065" 193 91 "en" "http://www.twitter.com/robtruscott" "robtruscott" "7251" "The hurricane sandy page isn't even funny anymore because sandy is just a storm #awks" "Twitter for iPhone" "52.62558842" "-1.14651549" "42" "" "http://twitter.com/robtruscott/statuses/263355190848131072" "" "" "" "" "" "2012-10-30T19:02:25.000Z" 30 19 2 25 "10-30 19:02" "" "awks" "" "post"
"136181" 195 312 "en" "http://www.twitter.com/andrewcroke21" "andrewcroke21" "780" "finally got wifi in my house, sandy fucked us up bigtime.. 5 + inches of water all throughout downstairs." "Twitter for Android" "40.4491994" "-74.1274337" "44" "" "http://twitter.com/andrewcroke21/statuses/263356305752858624" "" "" "" "" "" "2012-10-30T19:06:50.000Z" 30 19 6 50 "10-30 19:06" "" "" "" "post"
"136299" 299 576 "en" "http://www.twitter.com/ewanbaird" "ewanbaird" "2832" "Leaves at the UN in NYC #Sandy @bbcnewsbeat @BBC_HaveYourSay http://t.co/87ahD1MQ" "Twitter for iPhone" "40.75508499" "-73.98627257" "23" "" "http://twitter.com/ewanbaird/statuses/263357249177653248" "" "" "" "" "" "2012-10-30T19:10:36.000Z" 30 19 10 36 "10-30 19:10" "" "Sandy" "BBCNewsbeat,BBC_HaveYourSay" "post"
"136414" 335 681 "en" "http://www.twitter.com/bvankampen" "bvankampen" "12816" "@Jared_84 @burgetheginger I'm still deeply offended and vow to never visit your sandy miserable state (see what I did?)" "Twitter for iPhone" "41.54567184" "-87.85054704" "55" "http://twitter.com/Jared_84/statuses/263357758143885312" "http://twitter.com/bvankampen/statuses/263358160578940928" "" "" "" "" "" "2012-10-30T19:14:13.000Z" 30 19 14 13 "10-30 19:14" "" "" "Jared_84,burgetheginger" "post"
"136527" 82 260 "en" "http://www.twitter.com/HotandSixty" "HotandSixty" "6631" "@hollybdc @MittRomney Why can't you just answers the questions about. #Sandy, Mitt??? http://t.co/egWKqg0l" "Twitter for BlackBerry?" "39.14554" "-84.4013" "42" "http://twitter.com/hollybdc/statuses/263355423107723264" "http://twitter.com/HotandSixty/statuses/263359185788489729" "" "" "" "" "" "2012-10-30T19:18:17.000Z" 30 19 18 17 "10-30 19:18" "" "Sandy" "hollybdc,MittRomney" "post"
"136642" 64 25 "ru" "http://www.twitter.com/denistumanov" "denistumanov" "5193" "?????? #Sandy ????? ????? 20 ???? $" "Twitter for iPhone" "56.66827413" "36.27826834" "40" "" "http://twitter.com/denistumanov/statuses/263360210465345537" "" "" "" "" "" "2012-10-30T19:22:21.000Z" 30 19 22 21 "10-30 19:22" "0" "Sandy" "" "post"
"136757" 1681 1807 "en" "http://www.twitter.com/LegendaryLuna" "LegendaryLuna" "10817" "@Simply_Pro love it. It's all good here. Miss Sandy messed up the subways tho..." "Twitter for Android" "40.839714" "-73.9428485" "54" "http://twitter.com/Simply_Pro/statuses/263361928284475393" "http://twitter.com/LegendaryLuna/statuses/263362199685308417" "" "" "" "" "" "2012-10-30T19:30:16.000Z" 30 19 30 16 "10-30 19:30" "" "" "Simply_Pro" "post"
"136869" 274 183 "en" "http://www.twitter.com/ACPressLee" "ACPressLee" "315" "Huge collection of debris at end of 6th Street. Smells like pure gasoline here. #OceanCity #acpress #Sandy #aftermath http://t.co/4Btxyg09" "Twitter for iPhone" "39.28504915" "-74.57592362" "41" "" "http://twitter.com/ACPressLee/statuses/263363314845896705" "" "" "" "" "" "2012-10-30T19:34:42.000Z" 30 19 34 42 "10-30 19:34" "0" "OceanCity,acpress" "" "post"
"136989" 48 484 "en" "http://www.twitter.com/rudd15" "rudd15" "390" "#beachBar #seasideheights #hurricanesandy http://t.co/CrORfwKZ" "Twitter for iPhone" "40.55027991" "-74.20917939" "19" "" "http://twitter.com/rudd15/statuses/263364631752503296" "" "" "" "" "" "2012-10-30T19:39:56.000Z" 30 19 39 56 "10-30 19:39" "" "beachBar,seasideheights" "" "post"
"137104" 392 661 "en" "http://www.twitter.com/TheDopest_16" "TheDopest_16" "14985" "Damn man. I'm super tired for no reason. #sandy was POOP. Like Harrisburg was all paranoid an shit. Nothing even happened. #teamFUCKSANDY" "Twitter for iPhone" "40.26410154" "-76.85386392" "40" "" "http://twitter.com/TheDopest_16/statuses/263365786545049600" "" "" "" "" "" "2012-10-30T19:44:31.000Z" 30 19 44 31 "10-30 19:44" "" "sandy,teamFUCKSANDY" "" "post"
"137227" 27996 498 "en" "http://www.twitter.com/Timcast" "Timcast" "6122" "NBC4 reporter just said \"Tv is no longer the way to get the message out... we use twitter\" #Sandy" "Twitter for Android" "40.7492747" "-73.9746471" "83" "" "http://twitter.com/Timcast/statuses/263366926363930624" "" "" "" "" "" "2012-10-30T19:49:03.000Z" 30 19 49 3 "10-30 19:49" "0" "Sandy" "" "post"
"137344" 641 1142 "en" "http://www.twitter.com/kk_j_adore" "kk_j_adore" "8608" "goodbye #sandy brunch with my lulu's (@ Orem's Diner) http://t.co/u645jvNE" "foursquare" "41.18277278" "-73.41819661" "42" "" "http://twitter.com/kk_j_adore/statuses/263368205400154112" "" "" "" "" "" "2012-10-30T19:54:07.000Z" 30 19 54 7 "10-30 19:54" "0" "sandy" "" "post"
"137467" 773 181 "en" "http://www.twitter.com/rickabruzzo" "rickabruzzo" "3926" "Send a text REDCROSS to 90999 to donate $10 to disaster relief. #sandy" "Twitter for iPhone" "37.78605934" "-122.3964302" "56" "" "http://twitter.com/rickabruzzo/statuses/263369392832790528" "" "" "" "" "" "2012-10-30T19:58:51.000Z" 30 19 58 51 "10-30 19:58" "0" "sandy" "" "post"
"137596" 263 154 "en" "http://www.twitter.com/DarthDowser_" "DarthDowser_" "15812" "Does anyone else hear Hurricane Sandy and automatically think of Olivia John Newton in Grease, but after she gets hott?" "Twitter for iPhone" "54.11926041" "-108.4396316" "47" "" "http://twitter.com/DarthDowser_/statuses/263370559813984258" "" "" "" "" "" "2012-10-30T20:03:29.000Z" 30 20 3 29 "10-30 20:03" "0" "" "" "post"
"137708" 347 298 "en" "http://www.twitter.com/ShannonPrice1" "ShannonPrice1" "1222" "Feel better knowing Hannah and the Cobb family are safe #Sandy #eastcoast #USA #HurricaneSandy" "Twitter for iPhone" "51.66629653" "-3.30868939" "33" "" "http://twitter.com/ShannonPrice1/statuses/263371607525957632" "" "" "" "" "" "2012-10-30T20:07:39.000Z" 30 20 7 39 "10-30 20:07" "" "Sandy,eastcoast" "" "post"
"137820" 32 82 "es" "http://www.twitter.com/Isabelgcha" "Isabelgcha" "769" "?@lamarca94fm: RT IMPRESIONANTE. El hurac?n #Sandy llev? un tibur?n a las carreteras de New Jersey http://t.co/dXcgHFuB?. PERO CUANTOS HAY??" "Twitter for iPhone" "40.32078248" "-3.65872756" "30" "" "http://twitter.com/Isabelgcha/statuses/263372676838604800" "" "" "" "" "" "2012-10-30T20:11:54.000Z" 30 20 11 54 "10-30 20:11" "" "Sandy" "lamarca94fm" "post"
"137930" 1 0 "en" "http://www.twitter.com/adsok2" "adsok2" "62" "Superstorm Sandy xuo" "dlvr.it" "33.50698126" "-89.36445313" "" "" "http://twitter.com/adsok2/statuses/263373605990199296" "" "" "" "" "" "2012-10-30T20:15:35.000Z" 30 20 15 35 "10-30 20:15" "" "" "" "post"
"138042" 21 154 "en" "http://www.twitter.com/yarabape70" "yarabape70" "294" "Usuarios de 'Tu C?mara' fotograf?an a 'Sandy' http://t.co/mDl5Zmzh" "Twitter for Android" "40.8613989" "-74.1247139" "15" "" "http://twitter.com/yarabape70/statuses/263374546818703360" "" "" "" "" "" "2012-10-30T20:19:19.000Z" 30 20 19 19 "10-30 20:19" "" "" "" "post"
"138161" 2784 271 "en" "http://www.twitter.com/AdamHunterXXX" "AdamHunterXXX" "669" "Well, Sandy... That was the best blowjob I've had in a long time! You left me wet and powerless. &gt;:P But porn shall prevail!" "Twitter for iPhone" "40.67397686" "-73.95620207" "70" "" "http://twitter.com/AdamHunterXXX/statuses/263375846818074624" "" "" "" "" "" "2012-10-30T20:24:29.000Z" 30 20 24 29 "10-30 20:24" "0" "" "" "post"
"138271" 63 153 "en" "http://www.twitter.com/BigNickTosa" "BigNickTosa" "1500" "Today I'm going to learn how to surf who's with me #MKE #WeStillHavePower #Sandy" "Twitter for Android" "43.00735188" "-88.11679885" "32" "" "http://twitter.com/BigNickTosa/statuses/263376933331554305" "" "" "" "" "" "2012-10-30T20:28:48.000Z" 30 20 28 48 "10-30 20:28" "" "MKE,WeStillHavePower" "" "post"
"138388" 1 15 "en" "http://www.twitter.com/ryjtasriuq" "ryjtasriuq" "158" "Superstorm Sandy xuo" "dlvr.it" "36.74101978" "-119.159375" "10" "" "http://twitter.com/ryjtasriuq/statuses/263378000421220352" "" "" "" "" "" "2012-10-30T20:33:03.000Z" 30 20 33 3 "10-30 20:33" "" "" "" "post"
"138499" 80 44 "en" "http://www.twitter.com/ThatPapi" "ThatPapi" "9222" "Naming that salad Sandy in honor of recent events. Because like New York, sandy fucked up my insides." "Twitter for iPhone" "28.53738339" "-81.22183599" "38" "" "http://twitter.com/ThatPapi/statuses/263378671203663876" "" "" "" "" "" "2012-10-30T20:35:43.000Z" 30 20 35 43 "10-30 20:35" "0" "" "" "post"
"138612" 743 687 "en" "http://www.twitter.com/Sydnaaay__" "Sydnaaay__" "35067" "@ASAP_Jvin man I ain't trying to get raped by hurricane Sandy lmfao" "Twitter for iPhone" "41.1135693" "-81.50616582" "43" "http://twitter.com/ASAP_Jvin/statuses/263379604075597825" "http://twitter.com/Sydnaaay__/statuses/263379717208543232" "" "" "" "" "" "2012-10-30T20:39:52.000Z" 30 20 39 52 "10-30 20:39" "" "" "ASAP_Jvin" "post"
"138730" 1188 963 "en" "http://www.twitter.com/treschicstyle" "treschicstyle" "17902" "Now I just have need to hear from my mom... #Sandy" "Twitter for iPhone" "36.12532117" "-115.1405746" "54" "" "http://twitter.com/treschicstyle/statuses/263381057343221760" "" "" "" "" "" "2012-10-30T20:45:12.000Z" 30 20 45 12 "10-30 20:45" "0" "Sandy" "" "post"
"138849" 1 0 "en" "http://www.twitter.com/swrizhzo" "swrizhzo" "159" "Superstorm Sandy xuo" "dlvr.it" "33.29541911" "-105.8571311" "10" "" "http://twitter.com/swrizhzo/statuses/263382283485052928" "" "" "" "" "" "2012-10-30T20:50:04.000Z" 30 20 50 4 "10-30 20:50" "" "" "" "post"
"138960" 6638 220 "en" "http://www.twitter.com/PlanetMidori" "PlanetMidori" "4966" "NYC: Faces come out in the rain... Sidewalk. Chelsea. 10th Ave at 22nd. Post #Sandy calm. (At  @ Izakaya Ten http://t.co/RCulBMTm" "Instagram" "40.7473" "-74.004674" "71" "" "http://twitter.com/PlanetMidori/statuses/263382965340479488" "" "" "" "" "" "2012-10-30T20:52:47.000Z" 30 20 52 47 "10-30 20:52" "0" "Sandy" "" "post"
"139073" 50 102 "en" "http://www.twitter.com/_shexquisite" "_shexquisite" "210" "Lmao sandy didn't fuck with any of the little ass trees on 86 st but tore apart the big ones" "Twitter for iPhone" "40.62594492" "-74.03069763" "32" "" "http://twitter.com/_shexquisite/statuses/263384229138812928" "" "" "" "" "" "2012-10-30T20:57:48.000Z" 30 20 57 48 "10-30 20:57" "" "" "" "post"
"139185" 4 23 "en" "http://www.twitter.com/jdiazroberts" "jdiazroberts" "8" "Well thank u God didn't get hit hard by Sandy. Praying for others that were not so lucky.  Time like these make u realize how lucky we r" "Twitter for Android" "39.5366188" "-75.0558765" "11" "" "http://twitter.com/jdiazroberts/statuses/263385445679890432" "" "" "" "" "" "2012-10-30T21:02:38.000Z" 30 21 2 38 "10-30 21:02" "" "" "" "post"
"139305" 700 49 "en" "http://www.twitter.com/jimaltmanFOXCT" "jimaltmanFOXCT" "1384" "You want hear this often. Zero traffic thru the 95/91 Interchange in #NewHaven at 5pm on a Tuesday. #Sandy #FoxCT" "Twitter for iPhone" "41.33338956" "-72.87674353" "46" "" "http://twitter.com/jimaltmanFOXCT/statuses/263386643145306112" "" "" "" "" "" "2012-10-30T21:07:23.000Z" 30 21 7 23 "10-30 21:07" "0" "NewHaven,Sandy" "" "post"
"139414" 1 0 "en" "http://www.twitter.com/ifmadia740" "ifmadia740" "54" "Superstorm Sandy xuo" "dlvr.it" "39.00361439" "-74.21650337" "" "" "http://twitter.com/ifmadia740/statuses/263387217500717056" "" "" "" "" "" "2012-10-30T21:09:40.000Z" 30 21 9 40 "10-30 21:09" "" "" "" "post"
"139528" 45 71 "en" "http://www.twitter.com/wrandallgoodwin" "wrandallgoodwin" "443" "Dunes are gone from 57-91st street where the #ocean met the #bay #hurricanesandy the #homes were #dest @ LBI http://t.co/9jN1R6MO" "Instagram" "39.69706335" "-74.26437577" "24" "" "http://twitter.com/wrandallgoodwin/statuses/263388488496463872" "" "" "" "" "" "2012-10-30T21:14:43.000Z" 30 21 14 43 "10-30 21:14" "0" "ocean,bay" "" "post"
"139647" 112 56 "en" "http://www.twitter.com/Therealmorano" "Therealmorano" "654" "No off my texts are sending #wegetitsandy ask me shit on ask.fm?? / TheeDylanMorano ??" "Twitter for iPhone" "40.60350657" "-74.01258852" "32" "" "http://twitter.com/Therealmorano/statuses/263389687706689536" "" "" "" "" "" "2012-10-30T21:19:29.000Z" 30 21 19 29 "10-30 21:19" "" "wegetitsandy" "" "post"
"139768" 15211 728 "en" "http://www.twitter.com/ivanscalfarotto" "ivanscalfarotto" "8764" "Probabilmente una delle icone dell'uragano. La gru vista dalla 5th Avenue. #Sandy http://t.co/ITHRoOB1" "Camera on iOS" "40.759678" "-73.996461" "66" "" "http://twitter.com/ivanscalfarotto/statuses/263390845791793152" "" "" "" "" "" "2012-10-30T21:24:06.000Z" 30 21 24 6 "10-30 21:24" "0" "Sandy" "" "post"
"139878" 31 113 "en" "http://www.twitter.com/timolshefski" "timolshefski" "33" "Disney acquiring Star Wars is the new Hurricane Sandy" "Twitter for iPhone" "34.05849483" "-118.4229004" "19" "" "http://twitter.com/timolshefski/statuses/263391697927544832" "" "" "" "" "" "2012-10-30T21:27:29.000Z" 30 21 27 29 "10-30 21:27" "" "" "" "post"
"139990" 79 71 "en" "http://www.twitter.com/clmvisuals" "clmvisuals" "1834" "Bow box is exposed after #storm #sandy hit the area causing #damage #lohud #lohudsandy @lohud @ New Rochelle http://t.co/mXLTpGUJ" "Instagram" "40.89316559" "-73.78616333" "34" "" "http://twitter.com/clmvisuals/statuses/263392335465938947" "" "" "" "" "" "2012-10-30T21:30:01.000Z" 30 21 30 1 "10-30 21:30" "0" "storm,sandy" "LoHud" "post"
"140104" 109 188 "en" "http://www.twitter.com/sMAKINN" "sMAKINN" "1038" "Friggin hilarious #Sandy #spongebob http://t.co/4XJWHJSH" "Twitter for iPhone" "40.66201399" "-80.02860636" "37" "" "http://twitter.com/sMAKINN/statuses/263393595132899328" "" "" "" "" "" "2012-10-30T21:35:02.000Z" 30 21 35 2 "10-30 21:35" "" "Sandy,spongebob" "" "post"
"140221" 146 130 "en" "http://www.twitter.com/TraeRivasMatt" "TraeRivasMatt" "384" "If its because of Hurricane Sandy..... I swear I will falcon punch that bitch!" "Twitter for iPhone" "33.15129809" "-96.94682982" "35" "" "http://twitter.com/TraeRivasMatt/statuses/263395020697116672" "" "" "" "" "" "2012-10-30T21:40:41.000Z" 30 21 40 41 "10-30 21:40" "" "" "" "post"
"140330" 411 281 "en" "http://www.twitter.com/lindseyturner" "lindseyturner" "1211" "@TheBenjaminNYC We managed to stay just ahead of Sandy to Toronto and get a flight back to Vancouver safely.  Your staff were amazing!" "Twitter for iPhone" "49.27826057" "-123.1347991" "36" "http://twitter.com/TheBenjaminNYC/statuses/262950801960493059" "http://twitter.com/lindseyturner/statuses/263396077791760384" "" "" "" "" "" "2012-10-30T21:44:53.000Z" 30 21 44 53 "10-30 21:44" "" "" "TheBenjaminNYC" "post"
"140437" 145 121 "en" "http://www.twitter.com/MigsMayoral" "MigsMayoral" "1197" "?@hurricannesandy: WHAT IF GANGAM STYLE WAS ACTUALLY JSST A GIANT RAIN DANCE AND WE BROUGHT THIS HURRICANE ON OURSELVES?? LOL!" "Twitter for iPhone" "36.2010809" "-115.3067268" "20" "" "http://twitter.com/MigsMayoral/statuses/263396750218391553" "" "" "" "" "" "2012-10-30T21:47:33.000Z" 30 21 47 33 "10-30 21:47" "" "" "hurricannesandy" "post"
"140552" 206 340 "en" "http://www.twitter.com/ashurbano" "ashurbano" "5260" "Seriously. I love @SaraBareilles . She's incredible to listen to during this aftermath. #sandy" "Twitter for iPhone" "40.87714777" "-74.18003158" "40" "" "http://twitter.com/ashurbano/statuses/263397831656742912" "" "" "" "" "" "2012-10-30T21:51:51.000Z" 30 21 51 51 "10-30 21:51" "0" "sandy" "SaraBareilles" "post"
"140675" 808 1008 "en" "http://www.twitter.com/clairelizabeth" "clairelizabeth" "5872" "\"wait, how do you spell 'crane'? I was thinking cray-ne?\" - @cransky #sandy" "Twitter for iPhone" "40.71833503" "-73.95863905" "48" "" "http://twitter.com/clairelizabeth/statuses/263399151809753088" "" "" "" "" "" "2012-10-30T21:57:06.000Z" 30 21 57 6 "10-30 21:57" "0" "sandy" "cransky" "post"
"140791" NA 0 "en" "http://www.twitter.com/aorsofnp" "aorsofnp" "173" "Superstorm Sandy xuo" "dlvr.it" "43.00659604" "-114.2375" "10" "" "http://twitter.com/aorsofnp/statuses/263400274100641792" "" "" "" "" "" "2012-10-30T22:01:33.000Z" 30 22 1 33 "10-30 22:01" "" "" "" "post"
"140906" 14 65 "en" "http://www.twitter.com/skyphotoinc" "skyphotoinc" "7" "@netaccesscorp Amazing that you were able to keep everything up and running; u guys rock! I hope you're all OK out there! #sandy" "Twitter for Android" "39.7582777" "-105.003288" "15" "" "http://twitter.com/skyphotoinc/statuses/263401201217986561" "" "" "" "" "" "2012-10-30T22:05:14.000Z" 30 22 5 14 "10-30 22:05" "" "sandy" "netaccesscorp" "post"
"141019" 915 443 "en" "http://www.twitter.com/BlackTaxiMusic" "BlackTaxiMusic" "1891" "Post-Apocolyptic hurricane activity #sandy #dominos #hottoddy @ Pearl's Social &amp; Billy Club http://t.co/CFwhxLDL" "Instagram" "40.707225" "-73.92125" "" "" "http://twitter.com/BlackTaxiMusic/statuses/263402044793167874" "" "" "" "" "" "2012-10-30T22:08:35.000Z" 30 22 8 35 "10-30 22:08" "0" "sandy,dominos" "" "post"
"141133" 241 235 "en" "http://www.twitter.com/ManhattanzElite" "ManhattanzElite" "10500" "Wow they called Sandy worse than Gloria. #frankenstorm" "iOS" "40.800534" "-73.941198" "45" "" "http://twitter.com/ManhattanzElite/statuses/263403183051796482" "" "" "" "" "" "2012-10-30T22:13:07.000Z" 30 22 13 7 "10-30 22:13" "0" "frankenstorm" "" "post"
"141248" 101 136 "en" "http://www.twitter.com/DonzPshizz" "DonzPshizz" "214" "See ya Sandy you bitch" "Twitter for iPhone" "35.07752574" "-80.79215671" "28" "" "http://twitter.com/DonzPshizz/statuses/263404416135221248" "" "" "" "" "" "2012-10-30T22:18:01.000Z" 30 22 18 1 "10-30 22:18" "" "" "" "post"
"141356" 1 0 "en" "http://www.twitter.com/timlparsi" "timlparsi" "70" "Superstorm Sandy xuo" "dlvr.it" "42.07519691" "-87.83955024" "" "" "http://twitter.com/timlparsi/statuses/263404803311431680" "" "" "" "" "" "2012-10-30T22:19:33.000Z" 30 22 19 33 "10-30 22:19" "" "" "" "post"
"141472" 1600 569 "en" "http://www.twitter.com/patrykbot" "patrykbot" "3163" "Escaping to Brooklyn. #sandy  @ Brooklyn Bridge http://t.co/wH1OblA0" "Instagram" "40.70595327" "-73.99656773" "65" "" "http://twitter.com/patrykbot/statuses/263405871298662400" "" "" "" "" "" "2012-10-30T22:23:48.000Z" 30 22 23 48 "10-30 22:23" "0" "sandy" "" "post"
"141585" 2523 1306 "pt" "http://www.twitter.com/NANDESDISSE" "NANDESDISSE" "31121" "quem v? pensa que eu to podendo ne, to causando mais que o sandy" "Twitter for Android" "-23.465334" "-46.6495357" "45" "" "http://twitter.com/NANDESDISSE/statuses/263406996202590210" "" "" "" "" "" "2012-10-30T22:28:16.000Z" 30 22 28 16 "10-30 22:28" "0" "" "" "post"
"141694" 207 233 "pt" "http://www.twitter.com/leticiaalima_p" "leticiaalima_p" "6908" "Meu deus, o furac?o sandy nem chegou no continente, imagine quando chegar, vai levar tudo ! :(( ? mt triste." "Twitter for Android" "-8.0580747" "-34.9423585" "33" "" "http://twitter.com/leticiaalima_p/statuses/263408249871675394" "" "" "" "" "" "2012-10-30T22:33:15.000Z" 30 22 33 15 "10-30 22:33" "" "" "" "post"
"141812" 77 217 "en" "http://www.twitter.com/CaiteeCarb" "CaiteeCarb" "1326" "Prayers to the victims of hurricane #Sandy. Who knew a CAT 1 could cause so much damage..." "iOS" "26.331416" "-81.519953" "34" "" "http://twitter.com/CaiteeCarb/statuses/263409380215627776" "" "" "" "" "" "2012-10-30T22:37:44.000Z" 30 22 37 44 "10-30 22:37" "" "Sandy" "" "post"
"141924" 1 0 "en" "http://www.twitter.com/afkstylesp" "afkstylesp" "60" "Superstorm Sandy xuo" "dlvr.it" "39.14008318" "-74.91962837" "" "" "http://twitter.com/afkstylesp/statuses/263410086695800832" "" "" "" "" "" "2012-10-30T22:40:33.000Z" 30 22 40 33 "10-30 22:40" "" "" "" "post"
"142035" 315 267 "en" "http://www.twitter.com/eFallly" "eFallly" "10274" "I really hope sandy just like creeps up and rages in the middle of the night and we have no school tmrw" "Twitter for Android" "41.7989382" "-70.53672783" "46" "" "http://twitter.com/eFallly/statuses/263411066409742336" "" "" "" "" "" "2012-10-30T22:44:26.000Z" 30 22 44 26 "10-30 22:44" "0" "" "" "post"
"142148" NA 1935 "en" "http://www.twitter.com/teramonkey" "teramonkey" "10307" "Hurricane Sandy's Path of Destruction Continues &amp;gt;&amp;gt; http://t.co/HjZL1ZDZ" "twitrriffic" "42.350586" "-71.116355" "41" "" "http://twitter.com/teramonkey/statuses/263412343508180992" "" "" "" "" "" "2012-10-30T22:49:31.000Z" 30 22 49 31 "10-30 22:49" "" "" "" "post"
"142259" 1155 1059 "en" "http://www.twitter.com/iGeno_" "iGeno_" "17135" "Strolling through DC w/ Sandy... @ Washington, DC http://t.co/ecIxuZXG" "Instagram" "38.89180109" "-77.03656197" "49" "" "http://twitter.com/iGeno_/statuses/263413649262133248" "" "" "" "" "" "2012-10-30T22:54:42.000Z" 30 22 54 42 "10-30 22:54" "0" "" "" "post"
"142365" 1 0 "en" "http://www.twitter.com/botald" "botald" "109" "Superstorm Sandy xuo" "dlvr.it" "33.03792073" "-110.5153315" "" "" "http://twitter.com/botald/statuses/263414274095992833" "" "" "" "" "" "2012-10-30T22:57:11.000Z" 30 22 57 11 "10-30 22:57" "" "" "" "post"
